,class,layer,A,B,correlation,pvalue
643,coyote,conv_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.4705882352941176,0.06581947250108118
644,coyote,conv_2,decoding_accuracy_delta,mean_cca_corr,-0.4705882352941176,0.06581947250108118
645,coyote,conv_2,ablation_impact,cka,0.5845058244564629,0.017412730700480553
646,coyote,conv_2,ablation_impact,procrustes,0.5815537748379959,0.01812880086129546
647,coyote,conv_2,ablation_impact,pwcca,0.6125502958318992,0.01165073814657793
648,coyote,conv_2,ablation_impact,mean_sq_cca_corr,-0.6125502958318992,0.01165073814657793
649,coyote,conv_2,ablation_impact,mean_cca_corr,-0.6125502958318992,0.01165073814657793
650,coyote,conv_3,decoding_accuracy_delta,cka,0.5647058823529412,0.02266320484418464
651,coyote,conv_3,decoding_accuracy_delta,procrustes,0.4647058823529412,0.06974367557375584
652,coyote,conv_3,decoding_accuracy_delta,pwcca,0.18823529411764706,0.4850866091454682
653,coyote,conv_3,decoding_accuracy_delta,mean_sq_cca_corr,-0.1764705882352941,0.5132505967364668
654,coyote,conv_3,decoding_accuracy_delta,mean_cca_corr,-0.1764705882352941,0.5132505967364668
655,coyote,conv_3,ablation_impact,cka,0.22647058823529412,0.3989829266412891
656,coyote,conv_3,ablation_impact,procrustes,0.29705882352941176,0.2638630146135225
657,coyote,conv_3,ablation_impact,pwcca,0.13529411764705881,0.6173674089706418
658,coyote,conv_3,ablation_impact,mean_sq_cca_corr,-0.12058823529411765,0.6564245147485952
659,coyote,conv_3,ablation_impact,mean_cca_corr,-0.12058823529411765,0.6564245147485952
660,coyote,conv_4,decoding_accuracy_delta,cka,0.6617647058823529,0.005233753301327506
661,coyote,conv_4,decoding_accuracy_delta,procrustes,0.5764705882352941,0.01941514038653157
662,coyote,conv_4,decoding_accuracy_delta,pwcca,0.411764705882353,0.11303386621436724
663,coyote,conv_4,decoding_accuracy_delta,mean_sq_cca_corr,-0.3382352941176471,0.2000655587786896
664,coyote,conv_4,decoding_accuracy_delta,mean_cca_corr,-0.3382352941176471,0.2000655587786896
665,coyote,conv_4,ablation_impact,cka,0.11217788550174539,0.6791503381891995
666,coyote,conv_4,ablation_impact,procrustes,0.17121887787108508,0.5260616807856802
667,coyote,conv_4,ablation_impact,pwcca,-0.10922583588327842,0.6871901641687315
668,coyote,conv_4,ablation_impact,mean_sq_cca_corr,0.13727030725871478,0.6121885782207859
669,coyote,conv_4,ablation_impact,mean_cca_corr,0.13727030725871478,0.6121885782207859
670,coyote,conv_5,decoding_accuracy_delta,cka,0.5176470588235293,0.04000179295956069
671,coyote,conv_5,decoding_accuracy_delta,procrustes,0.5058823529411764,0.045581616123940336
672,coyote,conv_5,decoding_accuracy_delta,pwcca,0.45294117647058824,0.07809874141672511
673,coyote,conv_5,decoding_accuracy_delta,mean_sq_cca_corr,-0.4705882352941176,0.06581947250108118
674,coyote,conv_5,decoding_accuracy_delta,mean_cca_corr,-0.4705882352941176,0.06581947250108118
675,coyote,conv_5,ablation_impact,cka,0.35046510789977886,0.1832467964327107
676,coyote,conv_5,ablation_impact,procrustes,0.3970935128134833,0.12776967235151948
677,coyote,conv_5,ablation_impact,pwcca,0.409126649565407,0.11559140633116129
678,coyote,conv_5,ablation_impact,mean_sq_cca_corr,-0.4377053493512259,0.08996308505920951
679,coyote,conv_5,ablation_impact,mean_cca_corr,-0.4377053493512259,0.08996308505920951
680,coyote,dense_1,decoding_accuracy_delta,cka,0.4176470588235294,0.1074740793993006
681,coyote,dense_1,decoding_accuracy_delta,procrustes,0.3382352941176471,0.2000655587786896
682,coyote,dense_1,decoding_accuracy_delta,pwcca,0.3382352941176471,0.2000655587786896
683,coyote,dense_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.3205882352941176,0.22604542220798235
684,coyote,dense_1,decoding_accuracy_delta,mean_cca_corr,-0.3205882352941176,0.22604542220798235
685,coyote,dense_1,ablation_impact,cka,0.02043762438153834,0.9401143099953949
686,coyote,dense_1,ablation_impact,procrustes,0.08961112228828348,0.7413750019534935
687,coyote,dense_1,ablation_impact,pwcca,0.08961112228828348,0.7413750019534935
688,coyote,dense_1,ablation_impact,mean_sq_cca_corr,-0.11948149638437797,0.6593994832127804
689,coyote,dense_1,ablation_impact,mean_cca_corr,-0.11948149638437797,0.6593994832127804
690,coyote,dense_2,decoding_accuracy_delta,cka,0.7823529411764706,0.00034122076396497244
691,coyote,dense_2,decoding_accuracy_delta,procrustes,0.7676470588235293,0.0005168835242959224
692,coyote,dense_2,decoding_accuracy_delta,pwcca,0.7000000000000001,0.002535094604431932
693,coyote,dense_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.6852941176470588,0.003391561745216595
694,coyote,dense_2,decoding_accuracy_delta,mean_cca_corr,-0.6852941176470588,0.003391561745216595
695,coyote,dense_2,ablation_impact,cka,0.5900387953780251,0.0161299650662151
696,coyote,dense_2,ablation_impact,procrustes,0.532822912189853,0.033582380541719296
697,coyote,dense_2,ablation_impact,pwcca,0.46130305820463774,0.07209005561274304
698,coyote,dense_2,ablation_impact,mean_sq_cca_corr,-0.4255431312120302,0.10031704798593903
699,coyote,dense_2,ablation_impact,mean_cca_corr,-0.4255431312120302,0.10031704798593903
700,aircraft_carrier,conv_1,decoding_accuracy_delta,cka,0.4676470588235294,0.06776085019015395
701,aircraft_carrier,conv_1,decoding_accuracy_delta,procrustes,0.4558823529411765,0.07594549116741177
702,aircraft_carrier,conv_1,decoding_accuracy_delta,pwcca,0.45294117647058824,0.07809874141672511
703,aircraft_carrier,conv_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.4558823529411765,0.07594549116741177
704,aircraft_carrier,conv_1,decoding_accuracy_delta,mean_cca_corr,-0.4558823529411765,0.07594549116741177
705,aircraft_carrier,conv_1,ablation_impact,cka,0.5284168817055902,0.03535931816645981
706,aircraft_carrier,conv_1,ablation_impact,procrustes,0.5092285591855548,0.04393875848480476
707,aircraft_carrier,conv_1,ablation_impact,pwcca,0.4531396164346821,0.07795209138017477
708,aircraft_carrier,conv_1,ablation_impact,mean_sq_cca_corr,-0.40738284734844377,0.117303980656915
709,aircraft_carrier,conv_1,ablation_impact,mean_cca_corr,-0.40738284734844377,0.117303980656915
710,aircraft_carrier,conv_2,decoding_accuracy_delta,cka,0.6735294117647058,0.0042327392484605075
711,aircraft_carrier,conv_2,decoding_accuracy_delta,procrustes,0.6705882352941177,0.004467208697738123
712,aircraft_carrier,conv_2,decoding_accuracy_delta,pwcca,0.5058823529411764,0.045581616123940336
713,aircraft_carrier,conv_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.4794117647058824,0.06023930250431595
714,aircraft_carrier,conv_2,decoding_accuracy_delta,mean_cca_corr,-0.4794117647058824,0.06023930250431595
715,aircraft_carrier,conv_2,ablation_impact,cka,0.12941176470588234,0.63288233246826
716,aircraft_carrier,conv_2,ablation_impact,procrustes,0.12352941176470587,0.6485420669723405
717,aircraft_carrier,conv_2,ablation_impact,pwcca,0.12058823529411765,0.6564245147485952
718,aircraft_carrier,conv_2,ablation_impact,mean_sq_cca_corr,-0.1411764705882353,0.6020026838819791
719,aircraft_carrier,conv_2,ablation_impact,mean_cca_corr,-0.1411764705882353,0.6020026838819791
720,aircraft_carrier,conv_3,decoding_accuracy_delta,cka,0.6264705882352941,0.009413977306783632
721,aircraft_carrier,conv_3,decoding_accuracy_delta,procrustes,0.6088235294117647,0.012315203198246456
722,aircraft_carrier,conv_3,decoding_accuracy_delta,pwcca,0.4647058823529412,0.06974367557375584
723,aircraft_carrier,conv_3,decoding_accuracy_delta,mean_sq_cca_corr,-0.5411764705882353,0.03040021888817021
724,aircraft_carrier,conv_3,decoding_accuracy_delta,mean_cca_corr,-0.5411764705882353,0.03040021888817021
725,aircraft_carrier,conv_3,ablation_impact,cka,0.6494509160627365,0.0064756602680850145
726,aircraft_carrier,conv_3,ablation_impact,procrustes,0.6110742710226658,0.011910449120173671
727,aircraft_carrier,conv_3,ablation_impact,pwcca,0.4841361374285854,0.057398641136172206
728,aircraft_carrier,conv_3,ablation_impact,mean_sq_cca_corr,-0.48118408781011845,0.05916179195787079
729,aircraft_carrier,conv_3,ablation_impact,mean_cca_corr,-0.48118408781011845,0.05916179195787079
730,aircraft_carrier,conv_4,decoding_accuracy_delta,cka,0.6794117647058824,0.003793432669159743
731,aircraft_carrier,conv_4,decoding_accuracy_delta,procrustes,0.6794117647058824,0.003793432669159743
732,aircraft_carrier,conv_4,decoding_accuracy_delta,pwcca,0.2911764705882353,0.27388704841914874
733,aircraft_carrier,conv_4,decoding_accuracy_delta,mean_sq_cca_corr,-0.36176470588235293,0.16855882250388438
734,aircraft_carrier,conv_4,decoding_accuracy_delta,mean_cca_corr,-0.36176470588235293,0.16855882250388438
735,aircraft_carrier,conv_4,ablation_impact,cka,0.6318121726836823,0.008651924069923546
736,aircraft_carrier,conv_4,ablation_impact,procrustes,0.5891022589125244,0.0163417482049106
737,aircraft_carrier,conv_4,ablation_impact,pwcca,0.38291646829314085,0.14322000320707381
738,aircraft_carrier,conv_4,ablation_impact,mean_sq_cca_corr,-0.29160561816169955,0.2731480415483924
739,aircraft_carrier,conv_4,ablation_impact,mean_cca_corr,-0.29160561816169955,0.2731480415483924
740,aircraft_carrier,conv_5,decoding_accuracy_delta,cka,0.7794117647058825,0.00037168023647875503
741,aircraft_carrier,conv_5,decoding_accuracy_delta,procrustes,0.7294117647058823,0.0013430786823836695
742,aircraft_carrier,conv_5,decoding_accuracy_delta,pwcca,0.6617647058823529,0.005233753301327506
743,aircraft_carrier,conv_5,decoding_accuracy_delta,mean_sq_cca_corr,-0.6617647058823529,0.005233753301327506
744,aircraft_carrier,conv_5,decoding_accuracy_delta,mean_cca_corr,-0.6617647058823529,0.005233753301327506
745,aircraft_carrier,conv_5,ablation_impact,cka,0.6020157902358512,0.013605466757518846
746,aircraft_carrier,conv_5,ablation_impact,procrustes,0.6109788044825388,0.011927401964591081
747,aircraft_carrier,conv_5,ablation_impact,pwcca,0.5736329117880071,0.02016333362931292
748,aircraft_carrier,conv_5,ablation_impact,mean_sq_cca_corr,-0.5736329117880071,0.02016333362931292
749,aircraft_carrier,conv_5,ablation_impact,mean_cca_corr,-0.5736329117880071,0.02016333362931292
750,aircraft_carrier,dense_1,decoding_accuracy_delta,cka,0.4647058823529412,0.06974367557375584
751,aircraft_carrier,dense_1,decoding_accuracy_delta,procrustes,0.3529411764705882,0.17995865788498183
752,aircraft_carrier,dense_1,decoding_accuracy_delta,pwcca,0.3147058823529411,0.23515831926634445
753,aircraft_carrier,dense_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.3147058823529411,0.23515831926634445
754,aircraft_carrier,dense_1,decoding_accuracy_delta,mean_cca_corr,-0.3147058823529411,0.23515831926634445
755,aircraft_carrier,dense_1,ablation_impact,cka,0.272245563891909,0.30768972262561395
756,aircraft_carrier,dense_1,ablation_impact,procrustes,0.35003001071816875,0.18382864448798658
757,aircraft_carrier,dense_1,ablation_impact,pwcca,0.3241018617760822,0.22071045320403748
758,aircraft_carrier,dense_1,ablation_impact,mean_sq_cca_corr,-0.3241018617760822,0.22071045320403748
759,aircraft_carrier,dense_1,ablation_impact,mean_cca_corr,-0.3241018617760822,0.22071045320403748
760,aircraft_carrier,dense_2,decoding_accuracy_delta,cka,0.7558823529411764,0.0007058905869098943
761,aircraft_carrier,dense_2,decoding_accuracy_delta,procrustes,0.7088235294117646,0.002111681239254533
762,aircraft_carrier,dense_2,decoding_accuracy_delta,pwcca,0.7029411764705883,0.0023869526693009327
763,aircraft_carrier,dense_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.7029411764705883,0.0023869526693009327
764,aircraft_carrier,dense_2,decoding_accuracy_delta,mean_cca_corr,-0.7029411764705883,0.0023869526693009327
765,aircraft_carrier,dense_2,ablation_impact,cka,0.10012779557930122,0.7121635537617914
766,aircraft_carrier,dense_2,ablation_impact,procrustes,0.11085577367708348,0.6827471251971402
767,aircraft_carrier,dense_2,ablation_impact,pwcca,0.07509584668447591,0.7822356247080303
768,aircraft_carrier,dense_2,ablation_impact,mean_sq_cca_corr,-0.07509584668447591,0.7822356247080303
769,aircraft_carrier,dense_2,ablation_impact,mean_cca_corr,-0.07509584668447591,0.7822356247080303
770,bubble,conv_1,decoding_accuracy_delta,cka,0.3558823529411765,0.1761037380915931
771,bubble,conv_1,decoding_accuracy_delta,procrustes,0.36176470588235293,0.16855882250388438
772,bubble,conv_1,decoding_accuracy_delta,pwcca,0.2911764705882353,0.27388704841914874
773,bubble,conv_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.2764705882352941,0.2999421284923735
774,bubble,conv_1,decoding_accuracy_delta,mean_cca_corr,-0.2735294117647059,0.3053231563074052
775,bubble,conv_1,ablation_impact,cka,0.8323529411764706,6.328124573232542e-05
776,bubble,conv_1,ablation_impact,procrustes,0.8088235294117646,0.00014847559223234432
777,bubble,conv_1,ablation_impact,pwcca,0.7941176470588236,0.0002391909276256312
778,bubble,conv_1,ablation_impact,mean_sq_cca_corr,-0.8058823529411765,0.00016384666473672616
779,bubble,conv_1,ablation_impact,mean_cca_corr,-0.8147058823529412,0.00012130950572235612
780,bubble,conv_2,decoding_accuracy_delta,cka,0.21176470588235297,0.431083247239221
781,bubble,conv_2,decoding_accuracy_delta,procrustes,0.22352941176470587,0.40529834728275893
782,bubble,conv_2,decoding_accuracy_delta,pwcca,0.13529411764705881,0.6173674089706418
783,bubble,conv_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.13529411764705881,0.6173674089706418
784,bubble,conv_2,decoding_accuracy_delta,mean_cca_corr,-0.13529411764705881,0.6173674089706418
785,bubble,conv_2,ablation_impact,cka,0.28991913661984064,0.2760591963386807
786,bubble,conv_2,ablation_impact,procrustes,0.31052252703952476,0.24177753288021345
787,bubble,conv_2,ablation_impact,pwcca,0.31346586852805103,0.2371083564731002
788,bubble,conv_2,ablation_impact,mean_sq_cca_corr,-0.28403245364278806,0.28636716511322435
789,bubble,conv_2,ablation_impact,mean_cca_corr,-0.28403245364278806,0.28636716511322435
790,bubble,conv_3,decoding_accuracy_delta,cka,0.5058823529411764,0.045581616123940336
791,bubble,conv_3,decoding_accuracy_delta,procrustes,0.4264705882352941,0.09949911193753966
792,bubble,conv_3,decoding_accuracy_delta,pwcca,0.3323529411764706,0.2084998279822084
793,bubble,conv_3,decoding_accuracy_delta,mean_sq_cca_corr,-0.3382352941176471,0.2000655587786896
794,bubble,conv_3,decoding_accuracy_delta,mean_cca_corr,-0.3382352941176471,0.2000655587786896
795,bubble,conv_3,ablation_impact,cka,0.23269539227044714,0.3857918763506619
796,bubble,conv_3,ablation_impact,procrustes,0.265096016510636,0.3210649887537393
797,bubble,conv_3,ablation_impact,pwcca,0.2930783738089809,0.27062112254283294
798,bubble,conv_3,ablation_impact,mean_sq_cca_corr,-0.22827712532860323,0.3951300994942276
799,bubble,conv_3,ablation_impact,mean_cca_corr,-0.22827712532860323,0.3951300994942276
800,bubble,conv_4,decoding_accuracy_delta,cka,0.3235294117647059,0.2215741250012429
801,bubble,conv_4,decoding_accuracy_delta,procrustes,0.3323529411764706,0.2084998279822084
802,bubble,conv_4,decoding_accuracy_delta,pwcca,0.07647058823529412,0.7783409809607029
803,bubble,conv_4,decoding_accuracy_delta,mean_sq_cca_corr,-0.08823529411764705,0.7452220943671326
804,bubble,conv_4,decoding_accuracy_delta,mean_cca_corr,-0.08823529411764705,0.7452220943671326
805,bubble,conv_4,ablation_impact,cka,0.3784982013512969,0.14828403218832956
806,bubble,conv_4,ablation_impact,procrustes,0.29896939639810616,0.2606562599301061
807,bubble,conv_4,ablation_impact,pwcca,-0.05154644765484589,0.849634115197502
808,bubble,conv_4,ablation_impact,mean_sq_cca_corr,0.066274004127659,0.8073398351880663
809,bubble,conv_4,ablation_impact,mean_cca_corr,0.066274004127659,0.8073398351880663
810,bubble,conv_5,decoding_accuracy_delta,cka,0.3558823529411765,0.1761037380915931
811,bubble,conv_5,decoding_accuracy_delta,procrustes,0.31764705882352945,0.23057346362184541
812,bubble,conv_5,decoding_accuracy_delta,pwcca,0.2676470588235294,0.3162544185483094
813,bubble,conv_5,decoding_accuracy_delta,mean_sq_cca_corr,-0.21764705882352942,0.41808684161130294
814,bubble,conv_5,decoding_accuracy_delta,mean_cca_corr,-0.21764705882352942,0.41808684161130294
815,bubble,conv_5,ablation_impact,cka,0.2776984429288304,0.2977124343716652
816,bubble,conv_5,ablation_impact,procrustes,0.2836069204379545,0.28712112333748047
817,bubble,conv_5,ablation_impact,pwcca,0.2776984429288304,0.2977124343716652
818,bubble,conv_5,ablation_impact,mean_sq_cca_corr,-0.2452018166286481,0.36001810375433174
819,bubble,conv_5,ablation_impact,mean_cca_corr,-0.2452018166286481,0.36001810375433174
820,bubble,dense_1,decoding_accuracy_delta,cka,0.17058823529411765,0.527609768861268
821,bubble,dense_1,decoding_accuracy_delta,procrustes,0.2088235294117647,0.43765851094980035
822,bubble,dense_1,decoding_accuracy_delta,pwcca,0.24705882352941175,0.35627504151257705
823,bubble,dense_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.21764705882352942,0.41808684161130294
824,bubble,dense_1,decoding_accuracy_delta,mean_cca_corr,-0.21764705882352942,0.41808684161130294
825,bubble,dense_1,ablation_impact,cka,0.654685760787686,0.005921854907502
826,bubble,dense_1,ablation_impact,procrustes,0.6319986304633602,0.008626234164742033
827,bubble,dense_1,ablation_impact,pwcca,0.5477321464015787,0.02806806335217729
828,bubble,dense_1,ablation_impact,mean_sq_cca_corr,-0.5347680719305355,0.03281981420242583
829,bubble,dense_1,ablation_impact,mean_cca_corr,-0.5347680719305355,0.03281981420242583
830,bubble,dense_2,decoding_accuracy_delta,cka,0.44705882352941173,0.0825369233953715
831,bubble,dense_2,decoding_accuracy_delta,procrustes,0.3411764705882353,0.1959326248678891
832,bubble,dense_2,decoding_accuracy_delta,pwcca,0.3411764705882353,0.1959326248678891
833,bubble,dense_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.3411764705882353,0.1959326248678891
834,bubble,dense_2,decoding_accuracy_delta,mean_cca_corr,-0.3411764705882353,0.1959326248678891
835,bubble,dense_2,ablation_impact,cka,0.35530023924828186,0.17686232308107694
836,bubble,dense_2,ablation_impact,procrustes,0.37730998858224624,0.1496663497622043
837,bubble,dense_2,ablation_impact,pwcca,0.37730998858224624,0.1496663497622043
838,bubble,dense_2,ablation_impact,mean_sq_cca_corr,-0.37730998858224624,0.1496663497622043
839,bubble,dense_2,ablation_impact,mean_cca_corr,-0.37730998858224624,0.1496663497622043
840,jellyfish,conv_1,decoding_accuracy_delta,cka,0.13529411764705881,0.6173674089706418
841,jellyfish,conv_1,decoding_accuracy_delta,procrustes,0.1323529411764706,0.6251064291516133
842,jellyfish,conv_1,decoding_accuracy_delta,pwcca,0.02058823529411765,0.9396737397890448
843,jellyfish,conv_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.023529411764705882,0.931073583667659
844,jellyfish,conv_1,decoding_accuracy_delta,mean_cca_corr,-0.02941176470588235,0.9138955872505001
845,jellyfish,conv_1,ablation_impact,cka,0.6710818593839967,0.004427146441899198
846,jellyfish,conv_1,ablation_impact,procrustes,0.7549670918069963,0.000722700837900797
847,jellyfish,conv_1,ablation_impact,pwcca,0.5459898461216289,0.028674070658856906
848,jellyfish,conv_1,ablation_impact,mean_sq_cca_corr,-0.5739515902626287,0.020078215768929094
849,jellyfish,conv_1,ablation_impact,mean_cca_corr,-0.5916116391937865,0.01577910613356772
850,jellyfish,conv_2,decoding_accuracy_delta,cka,0.3852941176470588,0.1405441773736763
851,jellyfish,conv_2,decoding_accuracy_delta,procrustes,0.4647058823529412,0.06974367557375584
852,jellyfish,conv_2,decoding_accuracy_delta,pwcca,0.17941176470588235,0.5061395399904385
853,jellyfish,conv_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.17941176470588235,0.5061395399904385
854,jellyfish,conv_2,decoding_accuracy_delta,mean_cca_corr,-0.17941176470588235,0.5061395399904385
855,jellyfish,conv_2,ablation_impact,cka,0.2501840265247356,0.35002518025763796
856,jellyfish,conv_2,ablation_impact,procrustes,0.2943341488526301,0.2684777709386866
857,jellyfish,conv_2,ablation_impact,pwcca,0.15305375740336766,0.5714582023783741
858,jellyfish,conv_2,ablation_impact,mean_sq_cca_corr,-0.15305375740336766,0.5714582023783741
859,jellyfish,conv_2,ablation_impact,mean_cca_corr,-0.15305375740336766,0.5714582023783741
860,jellyfish,conv_3,decoding_accuracy_delta,cka,0.3970588235294118,0.1278060090882619
861,jellyfish,conv_3,decoding_accuracy_delta,procrustes,0.2647058823529412,0.3218043958686153
862,jellyfish,conv_3,decoding_accuracy_delta,pwcca,0.0411764705882353,0.8796536149318311
863,jellyfish,conv_3,decoding_accuracy_delta,mean_sq_cca_corr,0.02941176470588235,0.9138955872505001
864,jellyfish,conv_3,decoding_accuracy_delta,mean_cca_corr,0.02941176470588235,0.9138955872505001
865,jellyfish,conv_3,ablation_impact,cka,0.07216502671678424,0.790554742981928
866,jellyfish,conv_3,ablation_impact,procrustes,0.13696627519716192,0.6129842174611964
867,jellyfish,conv_3,ablation_impact,pwcca,0.11487494048794225,0.6718331921401837
868,jellyfish,conv_3,ablation_impact,mean_sq_cca_corr,-0.09572911707328521,0.7243384119516735
869,jellyfish,conv_3,ablation_impact,mean_cca_corr,-0.09572911707328521,0.7243384119516735
870,jellyfish,conv_4,decoding_accuracy_delta,cka,0.5058823529411764,0.045581616123940336
871,jellyfish,conv_4,decoding_accuracy_delta,procrustes,0.5058823529411764,0.045581616123940336
872,jellyfish,conv_4,decoding_accuracy_delta,pwcca,0.07647058823529412,0.7783409809607029
873,jellyfish,conv_4,decoding_accuracy_delta,mean_sq_cca_corr,-0.008823529411764706,0.9741279946623942
874,jellyfish,conv_4,decoding_accuracy_delta,mean_cca_corr,-0.008823529411764706,0.9741279946623942
875,jellyfish,conv_4,ablation_impact,cka,-0.03542459542160381,0.8963734678376909
876,jellyfish,conv_4,ablation_impact,procrustes,0.017712297710801905,0.948089187900551
877,jellyfish,conv_4,ablation_impact,pwcca,0.10774981107404491,0.6912219536522112
878,jellyfish,conv_4,ablation_impact,mean_sq_cca_corr,-0.15498260496951666,0.5665604734991398
879,jellyfish,conv_4,ablation_impact,mean_cca_corr,-0.15498260496951666,0.5665604734991398
880,jellyfish,conv_5,decoding_accuracy_delta,cka,0.25588235294117645,0.33878990807124576
881,jellyfish,conv_5,decoding_accuracy_delta,procrustes,0.28529411764705886,0.28413874015956303
882,jellyfish,conv_5,decoding_accuracy_delta,pwcca,0.22352941176470587,0.40529834728275893
883,jellyfish,conv_5,decoding_accuracy_delta,mean_sq_cca_corr,-0.22352941176470587,0.40529834728275893
884,jellyfish,conv_5,decoding_accuracy_delta,mean_cca_corr,-0.22352941176470587,0.40529834728275893
885,jellyfish,conv_5,ablation_impact,cka,0.21091537193302684,0.4329767631746483
886,jellyfish,conv_5,ablation_impact,procrustes,0.29056173615948455,0.2749477533555908
887,jellyfish,conv_5,ablation_impact,pwcca,0.2935116015012052,0.2698805183300143
888,jellyfish,conv_5,ablation_impact,mean_sq_cca_corr,-0.2935116015012052,0.2698805183300143
889,jellyfish,conv_5,ablation_impact,mean_cca_corr,-0.2935116015012052,0.2698805183300143
890,jellyfish,dense_1,decoding_accuracy_delta,cka,0.32647058823529407,0.2171594905792295
891,jellyfish,dense_1,decoding_accuracy_delta,procrustes,0.31176470588235294,0.23980004767411284
892,jellyfish,dense_1,decoding_accuracy_delta,pwcca,0.31176470588235294,0.23980004767411284
893,jellyfish,dense_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.3411764705882353,0.1959326248678891
894,jellyfish,dense_1,decoding_accuracy_delta,mean_cca_corr,-0.3411764705882353,0.1959326248678891
895,jellyfish,dense_1,ablation_impact,cka,0.41809140169114595,0.10706206343251574
896,jellyfish,dense_1,ablation_impact,procrustes,0.4342964947799501,0.09278449844739906
897,jellyfish,dense_1,ablation_impact,pwcca,0.4342964947799501,0.09278449844739906
898,jellyfish,dense_1,ablation_impact,mean_sq_cca_corr,-0.3856812155135378,0.14011178722704828
899,jellyfish,dense_1,ablation_impact,mean_cca_corr,-0.3856812155135378,0.14011178722704828
900,jellyfish,dense_2,decoding_accuracy_delta,cka,0.611764705882353,0.011788405053115212
901,jellyfish,dense_2,decoding_accuracy_delta,procrustes,0.5470588235294118,0.028301087242108842
902,jellyfish,dense_2,decoding_accuracy_delta,pwcca,0.5235294117647059,0.03741264813014936
903,jellyfish,dense_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.5058823529411764,0.045581616123940336
904,jellyfish,dense_2,decoding_accuracy_delta,mean_cca_corr,-0.5058823529411764,0.045581616123940336
905,jellyfish,dense_2,ablation_impact,cka,0.32106689649886505,0.22531387785494292
906,jellyfish,dense_2,ablation_impact,procrustes,0.2990991614752585,0.26043933095935917
907,jellyfish,dense_2,ablation_impact,pwcca,0.2957195099331652,0.2661252880798536
908,jellyfish,dense_2,ablation_impact,mean_sq_cca_corr,-0.26023316874118535,0.33035172630490783
909,jellyfish,dense_2,ablation_impact,mean_cca_corr,-0.26023316874118535,0.33035172630490783
910,marmoset,conv_1,decoding_accuracy_delta,cka,0.2882352941176471,0.10964357421651202
911,marmoset,conv_1,decoding_accuracy_delta,procrustes,0.21176470588235297,0.24462035523665868
912,marmoset,conv_1,decoding_accuracy_delta,pwcca,0.02647058823529412,0.8856523376034238
913,marmoset,conv_1,decoding_accuracy_delta,mean_sq_cca_corr,-0.05588235294117649,0.7612964957690651
914,marmoset,conv_1,decoding_accuracy_delta,mean_cca_corr,-0.05588235294117649,0.7612964957690651
915,marmoset,conv_1,ablation_impact,cka,0.5411764705882354,0.0013821250371752513
916,marmoset,conv_1,ablation_impact,procrustes,0.5676470588235295,0.0007028926558423568
917,marmoset,conv_1,ablation_impact,pwcca,0.5970588235294119,0.0003092421976432753
918,marmoset,conv_1,ablation_impact,mean_sq_cca_corr,-0.6147058823529414,0.00018165440261582068
919,marmoset,conv_1,ablation_impact,mean_cca_corr,-0.6147058823529414,0.00018165440261582068
920,marmoset,conv_2,decoding_accuracy_delta,cka,0.46764705882352947,0.006957810459799013
921,marmoset,conv_2,decoding_accuracy_delta,procrustes,0.39117647058823535,0.02683921524915075
922,marmoset,conv_2,decoding_accuracy_delta,pwcca,0.20294117647058826,0.26528980225891596
923,marmoset,conv_2,decoding_accuracy_delta,mean_sq_cca_corr,-0.20294117647058826,0.26528980225891596
924,marmoset,conv_2,decoding_accuracy_delta,mean_cca_corr,-0.20294117647058826,0.26528980225891596
925,marmoset,conv_2,ablation_impact,cka,0.1882352941176471,0.3022060757862834
926,marmoset,conv_2,ablation_impact,procrustes,0.2941176470588236,0.102268056690809
927,marmoset,conv_2,ablation_impact,pwcca,0.3441176470588236,0.05378823162422176
928,marmoset,conv_2,ablation_impact,mean_sq_cca_corr,-0.3441176470588236,0.05378823162422176
929,marmoset,conv_2,ablation_impact,mean_cca_corr,-0.3441176470588236,0.05378823162422176
930,marmoset,conv_3,decoding_accuracy_delta,cka,0.5382352941176471,0.0014849474836315239
931,marmoset,conv_3,decoding_accuracy_delta,procrustes,0.5352941176470589,0.001594390539806765
932,marmoset,conv_3,decoding_accuracy_delta,pwcca,0.4029411764705883,0.02221923669702357
933,marmoset,conv_3,decoding_accuracy_delta,mean_sq_cca_corr,-0.4029411764705883,0.02221923669702357
934,marmoset,conv_3,decoding_accuracy_delta,mean_cca_corr,-0.4029411764705883,0.02221923669702357
935,marmoset,conv_3,ablation_impact,cka,-0.011764705882352944,0.9490454630332288
936,marmoset,conv_3,ablation_impact,procrustes,0.005882352941176472,0.9745103899442006
