,class,layer,tile,decoding_accuracy_delta,ablation_impact,cka,procrustes,pwcca,mean_sq_cca_corr,mean_cca_corr
52,schooner,conv_4,4,0.0041687036573256,0.0,0.0001223683357238,0.0003283023834228,0.0001571359728822,0.9990939483006004,0.9993469259332683
53,schooner,conv_4,5,-0.0004717664063795,0.0,0.0001968145370483,0.0004665851593017,0.000158607010957,0.999089201651881,0.9993445516124024
54,schooner,conv_4,6,-0.0070328878840593,0.06,0.0003033876419067,0.0006091594696044,0.0001594953787136,0.9990864462372072,0.9993431733353662
55,schooner,conv_4,7,-0.0098874325209382,0.06,0.0006096959114074,0.000861644744873,0.0001594867446685,0.9990871490581124,0.9993435248197248
56,schooner,conv_4,8,-0.0047281031767643,0.12,2.1517276763916016e-05,0.0001664161682128,0.0001558169948439,0.999098319788401,0.9993491126174976
57,schooner,conv_4,9,-0.0079155406103056,0.36,0.0001385807991027,0.0003590583801269,0.000158040742641,0.9990910292864112,0.9993454658167346
58,schooner,conv_4,10,-0.0040512664768144,0.0,0.0003080368041992,0.0006091594696044,0.0001595292579016,0.999086319841303,0.999343110109128
59,schooner,conv_4,11,-0.0057442501725879,2.44,0.0007896423339843,0.0009381771087646,0.0001594954652053,0.9990873118257424,0.9993436062296124
60,schooner,conv_4,12,-0.0025638366686981,0.64,0.0002843737602233,0.0005660057067871,0.0001586432758656,0.999089059223486,0.9993444803631356
61,schooner,conv_4,13,0.0115210043395221,2.56,0.0006012916564941,0.0009305477142333,0.0001600879190529,0.9990846492397693,0.9993422744566496
62,schooner,conv_4,14,0.0020193639167205,8.74,0.0011250376701354,0.0014185905456542,0.0001605000979992,0.999083698754703,0.9993417990277436
63,schooner,conv_4,15,0.0362347671661356,64.34,0.0039202570915222,0.0030200481414794,0.0001600724250562,0.999086041585306,0.9993429706811116
64,schooner,conv_5,0,0.0081659160613647,0.06,0.0012253522872924,0.0014302730560302,0.0003084410775532,0.9987017808929656,0.999150720598156
65,schooner,conv_5,1,0.0179184067107039,0.0,0.0021659135818481,0.0022251605987548,0.0003117829344646,0.9986922594554276,0.9991459563875544
66,schooner,conv_5,2,0.0026997469582544,0.3,0.0046002864837646,0.0040647983551025,0.0003149946178619,0.9986838208453164,0.9991417341962836
67,schooner,conv_5,3,-0.0024633877405788,0.06,0.028878629207611,0.0150933265686035,0.0003215587217437,0.9986670372510538,0.9991333362545696
68,schooner,conv_5,4,-0.0066209035626507,0.0,0.000104546546936,0.0002729892730712,0.0003018954903024,0.9987209474356474,0.9991603112930814
69,schooner,conv_5,5,-0.0077137863326834,0.0,0.0002250671386718,0.0004513263702392,0.0003041360353288,0.9987142681398272,0.9991569690174416
70,schooner,conv_5,6,-0.0171209359684058,0.0,0.0004422664642333,0.000758409500122,0.0003066840792143,0.9987068355252232,0.9991532499144355
71,schooner,conv_5,7,-0.0243586066995123,0.1,0.001542329788208,0.0018470287322998,0.0003118302229193,0.9986924507831152,0.9991460523465572
72,schooner,conv_5,8,-0.0386353861434133,0.0,-3.981590270996094e-05,2.765655517578125e-05,0.0002977823808604,0.9987330494628164,0.9991663669353968
73,schooner,conv_5,9,-0.0292065506941219,0.02,-7.152557373046875e-06,9.322166442871094e-05,0.0002994970815342,0.9987279790534798,0.9991638297665362
74,schooner,conv_5,10,-0.0316167474790013,0.06,9.810924530029296e-05,0.0002863407135009,0.0003024553997579,0.9987191912631272,0.9991594325012322
75,schooner,conv_5,11,-0.0311546143487567,0.02,0.0010374784469604,0.0013294219970703,0.0003097865941238,0.998697955125532,0.999148806398204
76,schooner,conv_5,12,-0.0217184219726847,0.02,0.0001084804534912,0.0002999305725097,0.0003020952887706,0.9987202144546116,0.9991599444901458
77,schooner,conv_5,13,-0.0066704527167128,1.38,0.0009094476699829,0.0012652873992919,0.000308476460749,0.9987017343425671,0.9991506974939568
78,schooner,conv_5,14,0.0183497883678434,4.9,0.0026292204856872,0.0026555061340332,0.0003124119928284,0.9986909262221656,0.999145289583044
79,schooner,conv_5,15,0.0908836517079944,63.58,0.0241960883140563,0.0133595466613769,0.0003201041210113,0.9986709642802014,0.9991353012853276
80,schooner,dense_1,0,0.0013768827919654,0.0,0.0020696520805358,0.0051501989364624,0.0379969136450609,0.8403016145159203,0.9104402359152572
81,schooner,dense_1,1,0.0022708482127046,0.0,0.0029485821723937,0.006993293762207,0.0383617694632749,0.8394897601898487,0.9099600960661562
82,schooner,dense_1,2,-0.001447777270031,0.02,0.0043059587478637,0.0090962648391723,0.0386906165436639,0.8387766503962908,0.9095474026754404
83,schooner,dense_1,3,-6.889249088271043e-05,0.0,0.010032296180725,0.0142880678176879,0.0391046188452772,0.8381363106710195,0.9091815021243584
84,schooner,dense_1,4,-0.0011718485315262,0.0,0.0005388855934143,0.0022430419921875,0.037196641587564,0.8424632534565292,0.9117331546665453
85,schooner,dense_1,5,-0.0008959960244173,0.0,0.0008559226989746,0.0033789873123168,0.0376053095864366,0.8412337479368991,0.9109879742100052
86,schooner,dense_1,6,-0.0013787895346569,0.02,0.0015192627906799,0.0048804283142089,0.0379787739635033,0.840302439391495,0.9104345729449086
87,schooner,dense_1,7,-0.0018618133577397,0.02,0.0034734606742858,0.0082440376281738,0.0385524592845246,0.8390998951645005,0.9097370702046084
88,schooner,dense_1,8,-0.0023450739965382,0.04,0.0001345872879028,0.0010119676589965,0.0365936247122558,0.8444392626284982,0.9129554080263176
89,schooner,dense_1,9,-0.0019308360575777,0.1,0.0005463361740112,0.0027076005935668,0.0373722654797994,0.841890335664384,0.9113800303830012
90,schooner,dense_1,10,-0.00199986512359,0.3,0.0011853575706481,0.0043884515762329,0.0378893602573806,0.8405258612742825,0.9105715962081286
91,schooner,dense_1,11,-0.0015857718300683,0.14,0.0043259263038635,0.009120225906372,0.0386246476663122,0.8390258333320016,0.9097001933258908
92,schooner,dense_1,12,-0.0013098017735507,1.66,0.0008057355880737,0.003340721130371,0.0375598854696678,0.8414078281730952,0.9110970803587268
93,schooner,dense_1,13,-0.0010339127503637,2.18,0.0018444061279296,0.0055525302886962,0.0381129587567494,0.8400132869375346,0.9102683184397266
94,schooner,dense_1,14,-0.0004823585558886,8.98,0.0034133195877075,0.0079486370086669,0.0385052461493586,0.8392126241068246,0.909804921685983
95,schooner,dense_1,15,0.0087110108216135,51.18,0.0093497633934021,0.0122771263122558,0.0388031784687284,0.8387397757675502,0.909536474105765
96,schooner,dense_2,0,-0.0022492499704154,0.02,0.0010586977005004,0.0036854743957519,0.2868204932466329,0.243899222080467,0.4128508616403163
97,schooner,dense_2,1,0.0016504819812895,0.0,0.0016608834266662,0.0046088695526123,0.2878694676415162,0.2430791712781286,0.4120361065060925
98,schooner,dense_2,2,0.0005945004847471,0.0,0.0033465027809143,0.0058817863464355,0.2887917626989549,0.2424023689754598,0.4114057667772827
99,schooner,dense_2,3,0.0013206141785661,0.02,0.0086286067962646,0.009082555770874,0.290132327438121,0.241516633080612,0.4106147505854402
100,schooner,dense_2,4,-0.0074292774353361,0.0,0.0003615617752075,0.0020266771316528,0.2845577298233993,0.2457049386930213,0.4147405410548809
101,schooner,dense_2,5,-0.0017857298460572,0.0,0.0006086826324462,0.0027446746826171,0.2857057503552234,0.24473986183659,0.4136850806196244
102,schooner,dense_2,6,-0.0025804587838521,0.0,0.0008296370506286,0.0033144950866699,0.2865603942781142,0.2440540403246177,0.4129811041074716
103,schooner,dense_2,7,-0.0047029645800692,0.0,0.0018672943115234,0.0053057670593261,0.2886458199578923,0.2424682416431955,0.4114180047658609
104,schooner,dense_2,8,-0.0073626854297331,0.02,0.0001269578933715,0.0010057687759399,0.2825576474891192,0.2475096235887768,0.4169243433658504
105,schooner,dense_2,9,-0.003574802566441,0.0,0.0003235340118408,0.0018136501312255,0.2841625847239678,0.2460349263399774,0.4151268179798248
106,schooner,dense_2,10,-0.0052343206798308,0.0,0.0006554126739501,0.002933382987976,0.2860335977167697,0.2444543827432245,0.4133674246030875
107,schooner,dense_2,11,-0.0006609915888258,0.02,0.00155770778656,0.004828929901123,0.2882088027533906,0.2427799700401406,0.4117223445259718
108,schooner,dense_2,12,0.0018483519521782,0.22,0.0006086230278015,0.0026626586914062,0.2854134325757784,0.2449829880485754,0.4139667687995279
109,schooner,dense_2,13,0.0011226455256133,0.72,0.0012527108192443,0.004317283630371,0.2876397801675734,0.2432224759703788,0.412141872990019
110,schooner,dense_2,14,0.009140697454864,6.8,0.0020456910133361,0.0053566694259643,0.2885489376732443,0.2425815723450669,0.4115596454000797
111,schooner,dense_2,15,0.0346420338953215,111.42,0.0083799958229064,0.0089437961578369,0.2895121464460591,0.2419675042937704,0.410991318666116
112,brain_coral,conv_1,0,0.0112234114124294,0.06,0.0001383423805236,0.0001001358032226,1.8632536862295268e-06,0.9995941722543688,0.9995972295325488
113,brain_coral,conv_1,1,0.0048471868635198,0.02,0.0003854036331176,0.0002942085266113,1.9002447458893457e-06,0.999594083943365,0.9995971847269683
114,brain_coral,conv_1,2,-0.0006462690334629,0.06,0.0077518224716186,0.0021710395812988,1.9777294667511214e-06,0.9995938304432722,0.9995970554157756
115,brain_coral,conv_1,3,0.0245243238178874,0.36,0.0561532974243164,0.0265910625457763,2.1919398519587574e-06,0.9995932549870384,0.9995967411997077
116,brain_coral,conv_1,4,-0.0067977204775685,0.02,-1.5497207641601562e-06,1.883506774902344e-05,1.8549049034533027e-06,0.9995942247578874,0.9995972564013248
117,brain_coral,conv_1,5,-0.0086287573894312,0.06,-3.170967102050781e-05,1.4543533325195312e-05,1.8590184256428444e-06,0.999594193794462,0.9995972407254676
118,brain_coral,conv_1,6,-0.0070589652777546,0.04,0.0003459453582763,0.0001380443572998,1.8739410916346344e-06,0.9995941438723172,0.9995972154055628
119,brain_coral,conv_1,7,-0.0057972100587451,0.06,0.0009817481040954,0.0008904933929443,1.9451886884569447e-06,0.999593922588302,0.9995971012590033
120,brain_coral,conv_1,8,-0.0077997188756098,0.12,-3.921985626220703e-05,4.76837158203125e-06,1.8593909831832176e-06,0.9995942206903544,0.99959725432911
121,brain_coral,conv_1,9,-0.0047549963424079,0.12,2.2351741790771484e-05,2.765655517578125e-05,1.8678659210458197e-06,0.9995941900924132,0.9995972388553696
122,brain_coral,conv_1,10,-0.0063625016519538,0.1,0.0009604692459106,0.0002520084381103,1.8798112364493136e-06,0.9995941333609728,0.9995972102168682
123,brain_coral,conv_1,11,-0.0047115720095626,0.08,0.0009196400642395,0.0009145736694335,1.944672316511742e-06,0.999593925301596,0.999597102986687
124,brain_coral,conv_1,12,0.0086384288477526,0.08,1.323223114013672e-05,3.409385681152344e-05,1.857493026058421e-06,0.9995941971870728,0.9995972424407746
125,brain_coral,conv_1,13,0.0057438432837054,0.18,0.001499593257904,0.0004885196685791,1.8899589326881736e-06,0.9995941042817376,0.9995971954631728
126,brain_coral,conv_1,14,0.0081710549552599,0.3,0.0012102127075195,0.0008912086486816,1.947250000355893e-06,0.999593923711906,0.9995971038243646
127,brain_coral,conv_1,15,0.0412476119819616,1.04,0.1081677079200744,0.0232777595520019,1.9740315483351978e-06,0.9995938681443144,0.9995970464799988
128,brain_coral,conv_2,0,0.0290916621607291,0.0,0.0002832412719726,0.0005075931549072,7.913983887752885e-05,0.9993854244335048,0.9994927091080108
129,brain_coral,conv_2,1,0.0170775795772195,0.0,0.0006608366966247,0.0009863376617431,8.005526211440905e-05,0.9993830121004668,0.9994915027453346
130,brain_coral,conv_2,2,0.0156666306221681,0.0,0.0043094158172607,0.0030593872070312,8.095201706104227e-05,0.9993807710571588,0.9994903820452002
131,brain_coral,conv_2,3,0.0222727525766258,0.02,0.0196588039398193,0.008556842803955,8.158583215478465e-05,0.999379407839528,0.9994896999707548
132,brain_coral,conv_2,4,0.0097086192389428,0.0,2.104043960571289e-05,0.0001749992370605,7.832532720819518e-05,0.9993875971870336,0.9994937956622522
133,brain_coral,conv_2,5,-0.0026539691196909,0.0,0.0001215934753417,0.0003108978271484,7.898117131166504e-05,0.999385818499002,0.9994929061748544
134,brain_coral,conv_2,6,-0.007992220158181,0.08,0.0003317594528198,0.0005440711975097,7.967422048837935e-05,0.9993839693642604,0.999491981456558
135,brain_coral,conv_2,7,-0.0069214021904668,0.02,0.0009518861770629,0.001016616821289,8.062821745014048e-05,0.9993814991449472,0.9994907460992918
136,brain_coral,conv_2,8,-0.0214174957586112,0.0,-3.886222839355469e-05,1.9073486328125e-05,7.703390113700248e-05,0.9993911700096112,0.9994955823599836
137,brain_coral,conv_2,9,-0.0120471523537255,0.02,4.112720489501953e-06,0.0001308917999267,7.814552198781577e-05,0.9993881105654444,0.99949405239452
138,brain_coral,conv_2,10,-0.0119491533463732,0.02,0.0001319646835327,0.0003418922424316,7.912461731973686e-05,0.9993854644760544,0.9994927291351832
139,brain_coral,conv_2,11,-0.0065322825603076,0.04,0.0007286667823791,0.000859260559082,8.034883441265794e-05,0.9993822312950782,0.9994911122313898
140,brain_coral,conv_2,12,0.0174064798881172,0.16,0.0001832842826843,0.0002596378326416,7.810320337897636e-05,0.999388235771619,0.9994941150034566
141,brain_coral,conv_2,13,0.0144415243581995,0.16,0.0004862546920776,0.0006825923919677,7.919245660759078e-05,0.9993853208265828,0.9994926572964816
142,brain_coral,conv_2,14,0.0255285461061106,0.14,0.0011476874351501,0.0015077590942382,8.006229831214462e-05,0.999382968165526,0.9994914807586596
143,brain_coral,conv_2,15,0.0350647010971174,38.24,0.065029501914978,0.0186767578125,8.1464425698341e-05,0.9993796273671538,0.9994898074692488
144,brain_coral,conv_3,0,0.0390041707538645,0.0,0.0016723275184631,0.0011305809020996,0.0002718511760329,0.998686324199794,0.9991429922577052
145,brain_coral,conv_3,1,0.0306452609744707,0.02,0.0016050338745117,0.0015280246734619,0.0002730849342943,0.9986826615299724,0.9991411596823656
146,brain_coral,conv_3,2,0.0241730935553421,0.02,0.0018340349197387,0.0017898082733154,0.0002741618672853,0.9986796264258992,0.9991396411121246
147,brain_coral,conv_3,3,0.0053146423192008,0.02,0.0032106637954711,0.0027096271514892,0.0002744243010741,0.9986799604806496,0.9991398084276824
148,brain_coral,conv_3,4,-0.0044225299183271,0.02,0.0001266002655029,0.0003092288970947,0.0002679279835372,0.9986990732602362,0.999149371408272
149,brain_coral,conv_3,5,-0.0161368949113952,0.04,0.0003218650817871,0.0005793571472167,0.0002708896012696,0.9986891947037176,0.9991444285157872
150,brain_coral,conv_3,6,-0.0135204652727608,0.0,0.0005830526351928,0.0009186267852783,0.0002726939759002,0.9986837310758004,0.9991416948119728
151,brain_coral,conv_3,7,-0.0268681905264995,0.0,0.00123792886734,0.0012762546539306,0.0002730383302845,0.9986838857884636,0.9991417724674302
152,brain_coral,conv_3,8,-0.0193242195277375,0.06,-1.1920928955078125e-06,0.0001106262207031,0.0002649073250192,0.9987091302493144,0.9991544036657604
153,brain_coral,conv_3,9,-0.0030073935492938,0.12,0.0001875162124633,0.0004112720489501,0.0002691608005718,0.998694825530667,0.99914724590994
154,brain_coral,conv_3,10,-0.0185732154259905,0.02,0.0003765225410461,0.0006678104400634,0.0002715291193726,0.9986872861227224,0.999143473554404
155,brain_coral,conv_3,11,-0.0291436049201445,0.06,0.0011283755302429,0.0011494159698486,0.0002723633323661,0.9986858675579732,0.9991427640345736
156,brain_coral,conv_3,12,0.0074437371994727,0.62,0.0001882314682006,0.0003719329833984,0.0002680366740809,0.9986983327700892,0.9991490007044076
157,brain_coral,conv_3,13,0.0195715788945562,1.58,0.0005201697349548,0.0006773471832275,0.00027070352664,0.9986895244872208,0.9991445932770002
158,brain_coral,conv_3,14,0.0328312331647647,0.76,0.0011264085769653,0.0011589527130126,0.0002721595303233,0.9986854027136568,0.9991425311390718
159,brain_coral,conv_3,15,0.0205297315959538,10.12,0.0074756145477294,0.0034427642822265,0.0002718875321949,0.9986883466890782,0.9991440044776502
160,brain_coral,conv_4,0,0.0783690279731615,0.0,0.0011849403381347,0.0011084079742431,0.0001595893242215,0.9990862881986944,0.9993430943408056
161,brain_coral,conv_4,1,0.0286193491137146,0.0,0.0012457966804504,0.0013575553894042,0.0001604371894668,0.9990836607314576,0.9993417800321178
162,brain_coral,conv_4,2,0.0304070243975265,0.0,0.0017411708831787,0.0018365383148193,0.0001610273168978,0.9990819630450952,0.9993409308403692
163,brain_coral,conv_4,3,0.0284404236023457,0.04,0.0031781792640686,0.002593994140625,0.0001601562328152,0.999085717541436,0.99934280865973
164,brain_coral,conv_4,4,-0.0015420319310112,0.02,0.0002186894416809,0.0004446506500244,0.0001573306216055,0.9990934360236774,0.9993466697214536
165,brain_coral,conv_4,5,-0.0210754068623927,0.02,0.0002380013465881,0.0004997253417968,0.0001587599416851,0.9990887170814864,0.999344309228194
166,brain_coral,conv_4,6,-0.0162935534648678,0.02,0.0004655718803405,0.0007727146148681,0.0001599615315773,0.9990849481510918,0.9993424239730142
167,brain_coral,conv_4,7,-0.0176751441253351,0.0,0.001042366027832,0.0011529922485351,0.0001599118446944,0.9990859690361656,0.99934293454107
168,brain_coral,conv_4,8,-0.0205078246975322,0.0,3.576278686523437e-06,0.000140905380249,0.0001558732244056,0.9990981065043388,0.9993490059202004
169,brain_coral,conv_4,9,-0.0342915846438038,0.0,0.0001316666603088,0.0003767013549804,0.0001580920259647,0.9990907416028484,0.9993453218756392
170,brain_coral,conv_4,10,-0.0269610956659065,0.08,0.0003264546394348,0.0006430149078369,0.0001594883341692,0.999086400605504,0.9993431504885302
171,brain_coral,conv_4,11,-0.0297588822110005,0.08,0.0011820197105407,0.0011441707611083,0.0001595866583457,0.999087065177579,0.9993434828306894
172,brain_coral,conv_4,12,-0.003643492951684,0.58,0.0001812577247619,0.0004420280456542,0.0001580603393184,0.9990908795391806,0.999345390852747
173,brain_coral,conv_4,13,0.0024617210065981,0.9,0.0005084872245788,0.0009174346923828,0.0001595557958897,0.9990863456764428,0.9993431229903292
174,brain_coral,conv_4,14,0.0192634442785821,0.9,0.0011367201805114,0.0012826919555664,0.0001596233488602,0.9990865866208132,0.9993432435425386
175,brain_coral,conv_4,15,0.0170900378339134,15.0,0.0114737749099731,0.0039374828338623,0.0001591683150045,0.9990889165273412,0.999344408678246
176,brain_coral,conv_5,0,0.0153894934537442,0.0,0.0014983415603637,0.001694917678833,0.0003092842820084,0.9987001223666092,0.9991498913274092
177,brain_coral,conv_5,1,0.0133733728475501,0.0,0.0030256509780883,0.0027031898498535,0.0003125313785008,0.9986908635781052,0.9991452584644838
178,brain_coral,conv_5,2,0.0114409657411512,0.0,0.0054765939712524,0.0043308734893798,0.0003155204981052,0.9986824919967204,0.999141069539218
179,brain_coral,conv_5,3,0.0005493299240754,0.06,0.0222108960151672,0.013256549835205,0.0003214917417885,0.9986676771078944,0.999133656857794
180,brain_coral,conv_5,4,0.0020576633450393,0.0,0.000111699104309,0.0002937316894531,0.000302105549964,0.998720497109158,0.9991600860543308
181,brain_coral,conv_5,5,-0.0042728718788082,0.0,0.0003227591514587,0.0005726814270019,0.0003049720812158,0.998712133753029,0.999155901252632
182,brain_coral,conv_5,6,-0.0161304180869893,0.0,0.0005010366439819,0.0008344650268554,0.0003072965216116,0.998705215959472,0.9991524397185568
183,brain_coral,conv_5,7,-0.0138823561043803,0.0,0.0020017623901367,0.0022444725036621,0.0003126090886154,0.9986902966537698,0.9991449745302728
184,brain_coral,conv_5,8,-0.0226351225546603,0.0,-3.933906555175781e-05,3.123283386230469e-05,0.0002977839086769,0.998733093329905,0.999166388902875
185,brain_coral,conv_5,9,-0.0268632272214338,0.0,-1.2636184692382812e-05,8.368492126464844e-05,0.000299405576441,0.998728228949326,0.9991639548064056
186,brain_coral,conv_5,10,-0.0303985002011237,0.0,9.54270362854004e-05,0.0002820491790771,0.0003024537904524,0.9987190752757584,0.9991593743687855
187,brain_coral,conv_5,11,-0.0130413026370761,0.0,0.0011265873908996,0.0014512538909912,0.0003098225495845,0.9986979157664768,0.9991487867487078
188,brain_coral,conv_5,12,0.0014639841723724,0.02,5.137920379638672e-05,0.000213623046875,0.0003012349730581,0.998722504210104,0.9991610900393392
