,class,layer,correlation,pvalue
0,schooner,encoder.layers.encoder_layer_0,0.3927013754901848,0.1324272819923371
1,schooner,encoder.layers.encoder_layer_1,0.37385170946665597,0.15373913370173353
2,schooner,encoder.layers.encoder_layer_2,0.3518604324392056,0.18138902879282423
3,schooner,encoder.layers.encoder_layer_3,0.2456253753945373,0.35916243730128483
4,schooner,encoder.layers.encoder_layer_4,0.12214867177384148,0.6522382010131602
5,schooner,encoder.layers.encoder_layer_5,0.09705882352941177,0.7206513082372035
6,schooner,encoder.layers.encoder_layer_6,-0.07058823529411765,0.795039302337628
7,schooner,encoder.layers.encoder_layer_7,-0.4852941176470588,0.05671771428191195
8,schooner,encoder.layers.encoder_layer_8,-0.6357617615216811,0.008120532147189457
9,schooner,encoder.layers.encoder_layer_9,-0.566593236541313,0.02211578320871191
10,schooner,encoder.layers.encoder_layer_10,-0.85,3.0522600677849796e-05
11,schooner,encoder.layers.encoder_layer_11,-0.7529411764705882,0.0007610810731946071
12,brain_coral,encoder.layers.encoder_layer_0,0.7759779179686052,0.000410048263651039
13,brain_coral,encoder.layers.encoder_layer_1,0.3235859334039123,0.22148875368158094
14,brain_coral,encoder.layers.encoder_layer_2,0.2978207676658765,0.262581265377096
15,brain_coral,encoder.layers.encoder_layer_3,0.14222612422703038,0.5992771793981351
16,brain_coral,encoder.layers.encoder_layer_4,-0.09705882352941177,0.7206513082372035
17,brain_coral,encoder.layers.encoder_layer_5,-0.37941176470588234,0.14722713386289268
18,brain_coral,encoder.layers.encoder_layer_6,-0.5058823529411764,0.045581616123940336
19,brain_coral,encoder.layers.encoder_layer_7,-0.6588235294117648,0.0055114223363436875
20,brain_coral,encoder.layers.encoder_layer_8,-0.6416484444987336,0.007376868278084657
21,brain_coral,encoder.layers.encoder_layer_9,-0.7617647058823529,0.000605342838070589
22,brain_coral,encoder.layers.encoder_layer_10,-0.6088235294117647,0.012315203198246456
23,brain_coral,encoder.layers.encoder_layer_11,-0.5617647058823529,0.023537016474280824
24,junco_bird,encoder.layers.encoder_layer_0,0.09110671911372287,0.7371995187963716
25,junco_bird,encoder.layers.encoder_layer_1,0.30159465637646193,0.25628917926814715
26,junco_bird,encoder.layers.encoder_layer_2,0.16336377220391687,0.5454898408978999
27,junco_bird,encoder.layers.encoder_layer_3,0.0184219031545903,0.9460122596603977
28,junco_bird,encoder.layers.encoder_layer_4,-0.10448925095464312,0.7001557196546639
29,junco_bird,encoder.layers.encoder_layer_5,-0.0588235294117647,0.8286807500332258
30,junco_bird,encoder.layers.encoder_layer_6,-0.09999999999999999,0.7125163701282782
31,junco_bird,encoder.layers.encoder_layer_7,-0.5029411764705883,0.047063140467273036
32,junco_bird,encoder.layers.encoder_layer_8,-0.6033850051478916,0.013337825628072095
33,junco_bird,encoder.layers.encoder_layer_9,-0.18248717228863065,0.49875354989484955
34,junco_bird,encoder.layers.encoder_layer_10,-0.4147058823529412,0.11022940391770164
35,junco_bird,encoder.layers.encoder_layer_11,-0.18235294117647058,0.49907485724580003
36,snail,encoder.layers.encoder_layer_0,-0.0015708055019607392,0.9953934515194296
37,snail,encoder.layers.encoder_layer_1,0.03144249904852052,0.9079732376901525
38,snail,encoder.layers.encoder_layer_2,0.17278860521568132,0.522217326089387
39,snail,encoder.layers.encoder_layer_3,0.09581913561960509,0.7240886218655289
40,snail,encoder.layers.encoder_layer_4,-0.10439078454267836,0.7004260933062465
41,snail,encoder.layers.encoder_layer_5,-0.188931175581887,0.4834443865004918
42,snail,encoder.layers.encoder_layer_6,-0.44705882352941173,0.0825369233953715
43,snail,encoder.layers.encoder_layer_7,-0.5970588235294118,0.014609731954981046
44,snail,encoder.layers.encoder_layer_8,-0.7647058823529411,0.0005596762943567445
45,snail,encoder.layers.encoder_layer_9,-0.7382352941176471,0.0010928508118481519
46,snail,encoder.layers.encoder_layer_10,-0.5676470588235295,0.02181459214374292
47,snail,encoder.layers.encoder_layer_11,-0.5264705882352941,0.036166514972245475
48,grey_whale,encoder.layers.encoder_layer_0,0.8136772500156629,0.00012573558989511545
49,grey_whale,encoder.layers.encoder_layer_1,0.3518604324392056,0.18138902879282423
50,grey_whale,encoder.layers.encoder_layer_2,0.4421256757101672,0.086396435804923
51,grey_whale,encoder.layers.encoder_layer_3,0.272803732331264,0.3066595083680404
52,grey_whale,encoder.layers.encoder_layer_4,0.08529411764705883,0.7534650694747833
53,grey_whale,encoder.layers.encoder_layer_5,0.11176470588235293,0.6802736949858406
54,grey_whale,encoder.layers.encoder_layer_6,0.0029411764705882353,0.9913748045563624
55,grey_whale,encoder.layers.encoder_layer_7,-0.14705882352941177,0.5867933937012053
56,grey_whale,encoder.layers.encoder_layer_8,-0.788235294117647,0.0002864656823918493
57,grey_whale,encoder.layers.encoder_layer_9,-0.6195733833347864,0.010475333773845382
58,grey_whale,encoder.layers.encoder_layer_10,-0.6558823529411765,0.005800736962231502
59,grey_whale,encoder.layers.encoder_layer_11,-0.4647058823529412,0.06974367557375584
60,siberian_husky,encoder.layers.encoder_layer_0,-0.01570805501960739,0.9539570122388745
61,siberian_husky,encoder.layers.encoder_layer_1,0.1649345777058776,0.5415796149596428
62,siberian_husky,encoder.layers.encoder_layer_2,0.13194766216470208,0.626175732877045
63,siberian_husky,encoder.layers.encoder_layer_3,0.006283222007842957,0.981575169958901
64,siberian_husky,encoder.layers.encoder_layer_4,-0.2371916307960716,0.37641309613016616
65,siberian_husky,encoder.layers.encoder_layer_5,-0.038263439350841914,0.8881158366818847
