,class,layer,tile,decoding_accuracy_delta,ablation_impact,cka,procrustes,pwcca,mean_sq_cca_corr,mean_cca_corr
352,snail,conv_2,0,0.11564479857690182,0.02,0.00026226043701171875,0.00020003318786621094,5.9637580878790786e-05,0.997855030498535,0.9979275127569938
353,snail,conv_2,1,0.07430020284146588,0.1,0.0006968379020690918,0.00043964385986328125,6.042795237992671e-05,0.997853097793844,0.9979265463056647
354,snail,conv_2,2,0.06410190384160858,0.02,0.003858625888824463,0.0014934539794921875,6.123005808289506e-05,0.9978510980471305,0.9979255463188806
355,snail,conv_2,3,0.037914149456243496,19.3,0.04290330410003662,0.01151740550994873,6.261098231230555e-05,0.997848091088686,0.9979240424216429
356,snail,conv_2,4,-0.020843128594968285,0.88,3.17692756652832e-05,3.552436828613281e-05,5.864053751647447e-05,0.997857493844025,0.997928744553283
357,snail,conv_2,5,-0.019912626229257657,0.96,0.00010603666305541992,8.296966552734375e-05,5.929430889961562e-05,0.9978559022352568,0.9979279486710584
358,snail,conv_2,6,-0.03951520602193498,0.28,0.00022214651107788086,0.0001506805419921875,5.9893901812158035e-05,0.9978544399256083,0.9979272174435256
359,snail,conv_2,7,-0.04854536423658279,0.7,0.0007299184799194336,0.0003848075866699219,6.122353038451323e-05,0.9978511899401383,0.9979255922457919
360,snail,conv_2,8,-0.08797842112091098,1.24,5.662441253662109e-06,4.5299530029296875e-06,5.834486305189568e-05,0.9978582224745535,0.9979291089048811
361,snail,conv_2,9,-0.04612720789318758,0.82,6.580352783203125e-05,5.6743621826171875e-05,5.905642410142242e-05,0.9978564689845412,0.997928232074621
362,snail,conv_2,10,-0.0059652325411539975,1.78,0.00018960237503051758,0.00013327598571777344,5.976459058831818e-05,0.997854757268346,0.9979273761317208
363,snail,conv_2,11,-0.06173370435565606,0.8,0.0007368326187133789,0.0003857612609863281,6.120596634495712e-05,0.9978512856540281,0.997925640100311
364,snail,conv_2,12,0.04361668463226093,2.5,0.00015813112258911133,0.0001304149627685547,5.9179130511677336e-05,0.9978562397984699,0.9979281174725438
